RU_2008,7BrMoX8y1yg,https://www.youtube.com/watch?v=7BrMoX8y1yg,20 قتيل و15 جريح في قصف روسي على منطقة وادي العرايس بحي الكلاسة في حلب,2015-10-31T07:44:27.000Z,SMART News Agency - وكالة سمارت للأنباء,Kalasah,حي الكلاسة,36.1895072,37.1464061,"20 dead, 15 injured in Russian bombing of the Arayes vally Kallaseh area district in Aleppo province
",Alleged civilian casualties from Russian attacks
RU_2009,UnabkhbPwcQ,https://www.youtube.com/watch?v=UnabkhbPwcQ,قتلى وجرحى في قصف للطائرات الروسية على حي صلاح الدين بحلب,2015-10-31T07:30:44.000Z,SMART News Agency - وكالة سمارت للأنباء,Salah al-Din,صلاح الدين,36.1847271,37.1117948,Dead and wounded in the the bombing of the Russian aircraft on Salah al-Din neighborhood in Aleppo,Alleged civilian casualties from Russian attacks
RU_2010,bz9vEi9xYfI,https://www.youtube.com/watch?v=bz9vEi9xYfI,حركة تحرير حمص هاام الطيران الروسي يدمر نقطة طبية في بلدة الغنطو بريف حمص 31 10 2015,2015-10-31T07:05:27.000Z,Homs Liberation Movement,Al-Ghantu,الغنطو,34.8223907,36.6935635,"Homs Liberation movement: Important: Russian aircraft destroy medical centre in the town of al-Ghantu, Homs countryside 31/10/2015",Alleged civilian casualties from Russian attacks
RU_2011,DYA0P3c9_b8,https://www.youtube.com/watch?v=DYA0P3c9_b8,70 شهيدا ومئات الجرحى بمجزرتين متتاليتين في دوما,2015-10-31T06:23:39.000Z,سراج الشام,Duma,دوما,33.5709426,36.3968945,"70 martyrs and hundreds of wounded  two consecutive massacres in Douma
",Alleged civilian casualties from Russian attacks
RU_2012,INAeDZWFfww,https://www.youtube.com/watch?v=INAeDZWFfww,دوما - الغوطة الشرقية : غارة من خمس صواريخ موجهة من الطيران الروسي 30-10-2015,2015-10-30T16:45:38.000Z,Anas ALkhole,Duma,دوما,33.5709426,36.3968945,Duma - Eastern Ghouta: air strike of five rockets directed from the Russian Aviation  ,Alleged civilian casualties from Russian attacks
RU_2013,j_r5dzZGpG0,https://www.youtube.com/watch?v=j_r5dzZGpG0,وكالة قاسيون|ريف ادلب: الطيران الروسي يستهدف قرية سكيك 30-10-2015,2015-10-30T16:38:00.000Z,Qasion news agency,Sukayk,سكيك,35.429676,36.770081,Qassioun Agency | countryside of Idlib: Russian aviation targeted the village of Ska,Alleged civilian casualties from Russian attacks
RU_2014,6j4YbesGpkc,https://www.youtube.com/watch?v=6j4YbesGpkc,شام حلب حي الفردوس شهداء جراء قصف عنيف للطيران الحربي الروسي 30 10 2015 تحذير الفيديو قاسي جداً,2015-10-30T16:13:06.000Z,ShaamNetwork S.N.N,Al Fardos,حي الفردوس,36.1812116,37.1466422,Sham Aleppo Paradise neighborhood martyrs caused of  a violent  bombing by  Russian military aviation warning video too harsh,Alleged civilian casualties from Russian attacks
RU_2015,I2-o3j6m19s,https://www.youtube.com/watch?v=I2-o3j6m19s,شام حلب حي الكلاسة البحث عن الضحايا بعد مجزرة ارتكبها الطيران الروسي 30 10 2015 مشاهد قاسية جداً,2015-10-30T16:12:47.000Z,ShaamNetwork S.N.N,Kalasah,حي الكلاسة,36.1895072,37.1464061,"Sham|| Aleppo neighborhood Kallaseh search for victims after the massacre committed by the Russian Aviation very harsh scenes
",Alleged civilian casualties from Russian attacks
RU_2016,fgXw0fvTdww,https://www.youtube.com/watch?v=fgXw0fvTdww,#حلب_نيوز | اللحظات الأولى لقصف طيران العدوان الروسي على حيّ الفردوس 30-10-2015,2015-10-30T15:30:30.000Z,شبكة حلب نيوز - Halab News Network,Al Fardos,حي الفردوس,36.1812116,37.1466422,"# Aleppo-News | The first moments of the bombing of Russian aggression aircrafts on Paradise neighborhood_Aleppo province
",Alleged civilian casualties from Russian attacks
RU_2017,YYO0L3FbnoI,https://www.youtube.com/watch?v=YYO0L3FbnoI,شاهد : الحارة لحظة قصف المدينة من الطيران الروسي 2015-10-29 .,2015-10-30T15:19:20.000Z,مؤسسة شاهد الإعلامية-shahed media association,Tal Alhara,تل الحارة,33.063474,35.988271,Witness:  moment of the bombing of the city from the Russian aviation,Alleged civilian casualties from Russian attacks
RU_2018,YJ8-X2FF1dM,https://www.youtube.com/watch?v=YJ8-X2FF1dM,شاهد : الحارة مميز - لحظة استهداف الطيران الروسي لتل ﺍﻟﺤﺎﺭّة بغارة جوية خامسة 30-10-2015 .,2015-10-30T15:16:11.000Z,مؤسسة شاهد الإعلامية-shahed media association,Tal Alhara,تل الحارة,33.063474,35.988271,Witness: special - the moment of  the Russian warplanes targeting Tel al Harra with fifth airstike ,Alleged civilian casualties from Russian attacks
RU_2019,laHtK6Yc_no,https://www.youtube.com/watch?v=laHtK6Yc_no,شاهد : الحارة الطيران الروسي يستهدف المدينة ليلآ 2015-10-28 .,2015-10-30T15:11:04.000Z,مؤسسة شاهد الإعلامية-shahed media association,Tal Alhara,تل الحارة,33.063474,35.988271,Witness: Russian warplanes targets at night Al Hara city,Alleged civilian casualties from Russian attacks
RU_2020,0Ws0NUPVmk4,https://www.youtube.com/watch?v=0Ws0NUPVmk4,شاهد : الحارة :مميز - لحظة استهداف الطيران الروسي لتل ﺍﻟﺤﺎﺭّة بغارة جوية ثانية 30-10-2015 .,2015-10-30T14:55:42.000Z,مؤسسة شاهد الإعلامية-shahed media association,Tal Alhara,تل الحارة,33.063474,35.988271,Witness: Al Hara : special  - the moment the Russian aviation targeting Tel A Hara with secound air strike,Alleged civilian casualties from Russian attacks
RU_2021,8n6DlOnJ2dw,https://www.youtube.com/watch?v=8n6DlOnJ2dw,شاهد : لحظة قصف تل الحارة من الطيران الروسي اليوم 2015-10-30 .,2015-10-30T14:50:16.000Z,مؤسسة شاهد الإعلامية-shahed media association,Tal Alhara,تل الحارة,33.063474,35.988271,Witness: the moment of the bombing over  Al Hara hill by the Russian aviation today .,Alleged civilian casualties from Russian attacks
RU_2022,GHKS-u7G9_U,https://www.youtube.com/watch?v=GHKS-u7G9_U,وكالة قاسيون|ريف دمشق:رصد طيران الاستطلاع الروسي فى اجواء الغوطة الشرقية 30-10-2015,2015-10-30T13:08:13.000Z,Qasion news agency,Eastern Ghouta,الغوطة الشرقية,33.5296468,36.3848593,Qassioun Agency| Damascus: Air monitoring the Russian reconnaissance in the atmosphere of the eastern Ghouta ,Alleged civilian casualties from Russian attacks
RU_2023,iwzLAzP0xT8,https://www.youtube.com/watch?v=iwzLAzP0xT8,مسرابا - الغوطة الشرقية : دمار من احدى الغارات الروسية على البلدة 30-10-2015,2015-10-30T12:32:11.000Z,Anas ALkhole,Misraba,مسرابا,33.5504417,36.3962689,"Msraba - Eastern Ghouta: the destruction of one of the Russian air strikes over the town
",Alleged civilian casualties from Russian attacks
RU_2024,y56LYMgImm8,https://www.youtube.com/watch?v=y56LYMgImm8,شبكة حلب نيوز : حي الكلاسة لحظات الاولى للقصف من قبل الطيران الحربي الروسي على المدنيين30-10-2015,2015-10-30T12:00:11.000Z,شبكة حلب نيوز - Halab News Network,Kalasah,حي الكلاسة,36.1895072,37.1464061,"
Aleppo News Network: Al Kallaseh first moments bombed by the Russian warplanes against civilians",Alleged civilian casualties from Russian attacks
RU_2025,yru33qZ1xQg,https://www.youtube.com/watch?v=yru33qZ1xQg,إستهداف السوق الشعبي بصواريخ موجهة في مدينة دوما من قبل الطيران الروسي 30-10-2015,2015-10-30T11:37:29.000Z,SMO Syria,Duma,دوما,33.5709426,36.3968945,"Targeting popular market in Duma city of guided missiles
 by the Russian Aviation ",Alleged civilian casualties from Russian attacks
RU_2026,QeXtt8U7XBU,https://www.youtube.com/watch?v=QeXtt8U7XBU,وكالة قاسين|ريف درعا:لحظة الغارة الجوية من طيران الروسي على تل الحارة 30-10-2015,2015-10-30T11:04:39.000Z,Qasion news agency,Tal Alhara,تل الحارة,33.063474,35.988271,Qassioun Agency | Daraa countryside: The start of an airstrike by Russian aircraft on Tel al-Harah,Alleged civilian casualties from Russian attacks
RU_2027,iHsKc5Jv98M,https://www.youtube.com/watch?v=iHsKc5Jv98M,وكالة قاسيون|ريف درعا:تحليق الطيران الحربي الروسي في سماء بلدة الحارة 30-10-2015,2015-10-30T10:55:57.000Z,Qasion news agency,Tal Alhara,تل الحارة,33.063474,35.988271,Qassioun Agency | Daraa countryside: Russian warplanes flying in the skies above the town of al-Harah,Alleged civilian casualties from Russian attacks
RU_2028,b1LZYR6EAQc,https://www.youtube.com/watch?v=b1LZYR6EAQc,مراسلنا : الطيران الحربي الروسي يحلق بسماء الغوطة الشرقية 30-10-2015,2015-10-30T09:19:35.000Z,SMO Syria,Eastern Ghouta,الغوطة الشرقية,33.5296468,36.3848593,"Our correspondent: the Russian warplanes flying in the skies of eastern Ghouta
",Alleged civilian casualties from Russian attacks
RU_2029,r9m3Yu_0iBc,https://www.youtube.com/watch?v=r9m3Yu_0iBc,وكالة قاسيون|ريف حمص:أم تودع أبناءها الذين قتلوا بالغارات الروسية على مدينة الرستن 30-10-2015,2015-10-30T09:03:01.000Z,Qasion news agency,Rastan,الرستن,34.91639,36.733818,"Qassioun Agency | Homs: mother saying goodbay to her son
who were killed in the Russian air strikes on the city of Rastan",Alleged civilian casualties from Russian attacks
RU_2030,xFFZprO4olM,https://www.youtube.com/watch?v=xFFZprO4olM,مسرابا - الغوطة الشرقية : غارة من أربع صواريخ من الطيران الروسي 30-10-2015,2015-10-30T08:47:45.000Z,Anas ALkhole,Misraba,مسرابا,33.5504417,36.3962689,Msraba - Eastern Ghouta: strike of four rockets from the Russian aviation,Alleged civilian casualties from Russian attacks
RU_2031,rogSFIahxVw,https://www.youtube.com/watch?v=rogSFIahxVw,وكالة قاسيون|ريف حمص:الغارة الثانية للطيران الحربي الروسي على مدينة الرستن 30-10-2015,2015-10-30T08:47:28.000Z,Qasion news agency,Rastan,الرستن,34.91639,36.733818, Qassioun Agency  | Homs: Second Russain warplanes raid on the town of Rastan,Alleged civilian casualties from Russian attacks
RU_2032,NEn9nN3k_F0,https://www.youtube.com/watch?v=NEn9nN3k_F0,وكالة قاسيون| ريف حمص:اثار الدمار في مدينة الرستن جراء قصفها من قبل الطيران الروسي 30-10-2015,2015-10-30T08:45:53.000Z,Qasion news agency,Rastan,الرستن,34.91639,36.733818, Qassioun agency | Homs: the effects of the devastation in the city of Rastan result of bombardment by the Russian aviation,Alleged civilian casualties from Russian attacks
RU_2033,obcUnZE0V9U,https://www.youtube.com/watch?v=obcUnZE0V9U,الطائرات الروسية تشن أكثر من 13 غارة على قرى وبلدات ريف حمص الشمالي صباح اليوم,2015-10-30T07:08:40.000Z,SMART News Agency - وكالة سمارت للأنباء,Rastan,الرستن,34.91639,36.733818,Russian aircraft launched more than 13 strike on villages and towns of Homs Northern countryside this  morning,Alleged civilian casualties from Russian attacks
RU_2034,Dh3pvagn5Uk,https://www.youtube.com/watch?v=Dh3pvagn5Uk,الرستن هاام شهداء وقصف الطيران الروسي الشهيدة حمامة عباس والشهيد الطفل عبد الكريم الشيخ علي 30 10 20,2015-10-30T06:47:18.000Z,alrstm alrstm,Rastan,الرستن,34.91639,36.733818,Rastan important martyrs of the Russian aviation bombed the martyred are  two children  Abbas hamama_ Abdul Karim Sheikh Ali  ,Alleged civilian casualties from Russian attacks
RU_2035,8NzqlwTMjDI,https://www.youtube.com/watch?v=8NzqlwTMjDI,تلبيسة غارة روسية على الأحياء السكنية في المدينة 30 10 2015,2015-10-30T06:40:01.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,"Talbiseh Russian raid on the residential neighborhoods in the city
",Alleged civilian casualties from Russian attacks
RU_2036,3d6z4GVhZH8,https://www.youtube.com/watch?v=3d6z4GVhZH8,حمص ـ مدينة تلبيسة 30 - 10 - 2015,2015-10-30T06:33:43.000Z,تجمع ثوار سوريا SRG,Talbisah,تلبيسة,34.833601,36.735749,Homos _ talbeseh city ,Alleged civilian casualties from Russian attacks
RU_2037,Np15jzrdB_Y,https://www.youtube.com/watch?v=Np15jzrdB_Y,تلبيسة اصابة طفل نتيجة الغارات الروسية على المدينة 30 10 2015,2015-10-30T06:26:31.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,Talbiseh injured child as a result of Russian air strikes on the city ,Alleged civilian casualties from Russian attacks
RU_2038,eHUSfxmnV1M,https://www.youtube.com/watch?v=eHUSfxmnV1M,تلبسة الشهيد اياد جمعة استشهد نتيجة الغارات الروسية 30 10 2015,2015-10-30T06:23:39.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,Russian aircraft launched more than 13 strike on villages and towns of Homs Northern countryside this  morning,Alleged civilian casualties from Russian attacks
RU_2039,A5R1WXD1q2U,https://www.youtube.com/watch?v=A5R1WXD1q2U,3 شهداء جراء قصف روسي على قرية الكستن بريف ادلب,2015-10-30T06:23:39.000Z, Hashem Alabdallahهاشم العبدالله,Kastan,الكستن,35.8552657,36.3892078,3 martyrs by the Russian bombing of the village al custun  countryside of Idlib,Alleged civilian casualties from Russian attacks
RU_2040,n4DXxfoBbQU,https://www.youtube.com/watch?v=n4DXxfoBbQU,الرستن الغارة الرابعة من الطيران الروسي على المدينة 30 10 2015,2015-10-30T06:08:52.000Z,alrstm alrstm,Rastan,الرستن,34.91639,36.733818,Rastan: The fourth air strike by Russian aircrafts on the city.,Alleged civilian casualties from Russian attacks
RU_2041,KjxjjnyGMsg,https://www.youtube.com/watch?v=KjxjjnyGMsg,الرستن الله اكبر الطيران الروسي وهو يقوم بتفجير المباني 30 10 2015,2015-10-30T06:08:52.000Z,alrstm alrstm,Rastan,الرستن,34.91639,36.733818,Rastan: Russian warplanes blew up buildings.,Alleged civilian casualties from Russian attacks
RU_2042,KjxjjnyGMsg,https://www.youtube.com/watch?v=KjxjjnyGMsg,الرستن الله اكبر الطيران الروسي وهو يقوم بتفجير المباني 30 10 2015,2015-10-30T06:08:52.000Z,alrstm alrstm,Rastan,الرستن,34.91639,36.733818,"Rastan God largest Russian aviation, which blow up buildings",Alleged civilian casualties from Russian attacks
